sample_id,operation,duration_us
CT-0002208,ed25519_sign,849.3
CT-0002209,ed25519_sign,880.0
CT-0002210,ed25519_sign,857.6
CT-0002211,ed25519_sign,848.3
CT-0002212,ed25519_sign,861.3
CT-0002213,ed25519_sign,862.0
CT-0002214,ed25519_sign,857.4
CT-0002215,ed25519_sign,863.8
CT-0002216,ed25519_sign,856.4
CT-0002217,ed25519_sign,854.7
CT-0002218,ed25519_sign,869.2
CT-0002219,ed25519_sign,845.8
CT-0002220,ed25519_sign,855.6
CT-0002221,ed25519_sign,869.5
CT-0002222,ed25519_sign,850.9
CT-0002223,ed25519_sign,853.9
CT-0002224,ed25519_sign,863.8
CT-0002225,ed25519_sign,860.1
CT-0002226,ed25519_sign,854.6
CT-0002227,ed25519_sign,861.0
CT-0002228,ed25519_sign,872.9
CT-0002229,ed25519_sign,874.8
CT-0002230,ed25519_sign,861.5
CT-0002231,ed25519_sign,848.6
CT-0002232,ed25519_sign,863.4
CT-0002233,ed25519_sign,855.0
CT-0002234,ed25519_sign,865.4
CT-0002235,ed25519_sign,850.3
CT-0002236,ed25519_sign,860.3
CT-0002237,ed25519_sign,864.4
CT-0002238,ed25519_sign,870.1
CT-0002239,ed25519_sign,860.2
CT-0002240,ed25519_sign,854.6
CT-0002241,ed25519_sign,858.2
CT-0002242,ed25519_sign,854.2
CT-0002243,ed25519_sign,867.8
CT-0002244,ed25519_sign,853.6
CT-0002245,ed25519_sign,862.5
CT-0002246,ed25519_sign,862.2
CT-0002247,ed25519_sign,860.0
CT-0002248,ed25519_sign,842.7
CT-0002249,ed25519_sign,861.7
CT-0002250,ed25519_sign,842.5
CT-0002251,ed25519_sign,854.2
CT-0002252,ed25519_sign,865.3
CT-0002253,ed25519_sign,863.5
CT-0002254,ed25519_sign,854.6
CT-0002255,ed25519_sign,857.4
CT-0002256,ed25519_sign,866.0
CT-0002257,ed25519_sign,846.0
CT-0002258,ed25519_sign,864.7
CT-0002259,ed25519_sign,851.2
CT-0002260,ed25519_sign,865.1
CT-0002261,ed25519_sign,846.7
CT-0002262,ed25519_sign,870.3
CT-0002263,ed25519_sign,875.9
CT-0002264,ed25519_sign,853.7
CT-0002265,ed25519_sign,853.0
CT-0002266,ed25519_sign,867.5
CT-0002267,ed25519_sign,855.9
CT-0002268,ed25519_sign,851.9
CT-0002269,ed25519_sign,866.5
CT-0002270,ed25519_sign,852.7
CT-0002271,ed25519_sign,864.1
CT-0002272,ed25519_sign,845.2
CT-0002273,ed25519_sign,850.9
CT-0002274,ed25519_sign,861.2
CT-0002275,ed25519_sign,862.8
CT-0002276,ed25519_sign,862.5
CT-0002277,ed25519_sign,863.1
CT-0002278,ed25519_sign,874.7
CT-0002279,ed25519_sign,873.3
CT-0002280,ed25519_sign,865.0
CT-0002281,ed25519_sign,854.4
CT-0002282,ed25519_sign,858.7
CT-0002283,ed25519_sign,863.4
CT-0002284,ed25519_sign,868.7
CT-0002285,ed25519_sign,857.5
CT-0002286,ed25519_sign,871.1
CT-0002287,ed25519_sign,846.2
CT-0002288,ed25519_sign,859.1
CT-0002289,ed25519_sign,871.7
CT-0002290,ed25519_sign,859.4
CT-0002291,ed25519_sign,859.6
CT-0002292,ed25519_sign,872.6
CT-0002293,ed25519_sign,865.7
CT-0002294,ed25519_sign,861.3
CT-0002295,ed25519_sign,873.2
CT-0002296,ed25519_sign,853.1
CT-0002297,ed25519_sign,835.8
CT-0002298,ed25519_sign,876.2
CT-0002299,ed25519_sign,846.3
CT-0002300,ed25519_sign,853.9
CT-0002301,ed25519_sign,878.5
CT-0002302,ed25519_sign,858.7
CT-0002303,ed25519_sign,853.4
CT-0002304,ed25519_sign,862.1
CT-0002305,ed25519_sign,876.1
CT-0002306,ed25519_sign,882.0
CT-0002307,ed25519_sign,871.5
CT-0002308,ed25519_sign,857.1
CT-0002309,ed25519_sign,862.2
CT-0002310,ed25519_sign,854.0
CT-0002311,ed25519_sign,875.8
CT-0002312,ed25519_sign,858.9
CT-0002313,ed25519_sign,852.3
CT-0002314,ed25519_sign,868.6
CT-0002315,ed25519_sign,880.5
CT-0002316,ed25519_sign,849.6
CT-0002317,ed25519_sign,871.7
CT-0002318,ed25519_sign,870.9
CT-0002319,ed25519_sign,856.4
CT-0002320,ed25519_sign,870.7
CT-0002321,ed25519_sign,861.5
CT-0002322,ed25519_sign,869.0
CT-0002323,ed25519_sign,841.9
CT-0002324,ed25519_sign,855.5
CT-0002325,ed25519_sign,862.7
CT-0002326,ed25519_sign,844.1
CT-0002327,ed25519_sign,857.3
CT-0002328,ed25519_sign,854.4
CT-0002329,ed25519_sign,870.2
CT-0002330,ed25519_sign,855.6
CT-0002331,ed25519_sign,848.4
CT-0002332,ed25519_sign,869.3
CT-0002333,ed25519_sign,849.8
CT-0002334,ed25519_sign,860.3
CT-0002335,ed25519_sign,852.7
CT-0002336,ed25519_sign,850.4
CT-0002337,ed25519_sign,845.5
CT-0002338,ed25519_sign,864.8
CT-0002339,ed25519_sign,849.1
CT-0002340,ed25519_sign,868.1
CT-0002341,ed25519_sign,863.9
CT-0002342,ed25519_sign,861.3
CT-0002343,ed25519_sign,873.0
CT-0002344,ed25519_sign,847.9
CT-0002345,ed25519_sign,866.3
CT-0002346,ed25519_sign,844.1
CT-0002347,ed25519_sign,862.1
CT-0002348,ed25519_sign,862.3
CT-0002349,ed25519_sign,854.4
CT-0002350,ed25519_sign,850.5
CT-0002351,ed25519_sign,869.2
CT-0002352,ed25519_sign,841.9
CT-0002353,ed25519_sign,851.2
CT-0002354,ed25519_sign,865.6
CT-0002355,ed25519_sign,874.4
CT-0002356,ed25519_sign,846.3
CT-0002357,ed25519_sign,865.9
CT-0002358,ed25519_sign,854.9
CT-0002359,ed25519_sign,884.2
CT-0002360,ed25519_sign,852.8
CT-0002361,ed25519_sign,876.7
CT-0002362,ed25519_sign,858.7
CT-0002363,ed25519_sign,863.1
CT-0002364,ed25519_sign,858.3
CT-0002365,ed25519_sign,861.5
CT-0002366,ed25519_sign,871.9
CT-0002367,ed25519_sign,867.6
CT-0002368,ed25519_sign,842.3
CT-0002369,ed25519_sign,853.9
CT-0002370,ed25519_sign,865.1
CT-0002371,ed25519_sign,864.0
CT-0002372,ed25519_sign,864.8
CT-0002373,ed25519_sign,851.5
CT-0002374,ed25519_sign,850.5
CT-0002375,ed25519_sign,871.3
CT-0002376,ed25519_sign,861.2
CT-0002377,ed25519_sign,875.6
CT-0002378,ed25519_sign,871.6
CT-0002379,ed25519_sign,877.4
CT-0002380,ed25519_sign,864.6
CT-0002381,ed25519_sign,865.0
CT-0002382,ed25519_sign,859.3
CT-0002383,ed25519_sign,871.8
CT-0002384,ed25519_sign,850.3
CT-0002385,ed25519_sign,846.8
CT-0002386,ed25519_sign,855.6
CT-0002387,ed25519_sign,876.2
CT-0002388,ed25519_sign,870.6
CT-0002389,ed25519_sign,865.0
CT-0002390,ed25519_sign,858.0
CT-0002391,ed25519_sign,854.4
CT-0002392,ed25519_sign,850.6
CT-0002393,ed25519_sign,853.9
CT-0002394,ed25519_sign,879.9
CT-0002395,ed25519_sign,851.5
CT-0002396,ed25519_sign,857.1
CT-0002397,ed25519_sign,871.3
CT-0002398,ed25519_sign,866.4
CT-0002399,ed25519_sign,857.4
CT-0002400,ed25519_sign,857.8
CT-0002401,ed25519_sign,855.4
CT-0002402,ed25519_sign,849.5
CT-0002403,ed25519_sign,859.9
CT-0002404,ed25519_sign,857.8
CT-0002405,ed25519_sign,862.1
CT-0002406,ed25519_sign,865.0
CT-0002407,ed25519_sign,862.5
CT-0002408,ed25519_sign,869.6
CT-0002409,ed25519_sign,845.5
CT-0002410,ed25519_sign,857.6
CT-0002411,ed25519_sign,848.8
CT-0002412,ed25519_sign,847.2
CT-0002413,ed25519_sign,861.4
CT-0002414,ed25519_sign,850.7
CT-0002415,ed25519_sign,864.4
CT-0002416,ed25519_sign,850.3
CT-0002417,ed25519_sign,856.2
CT-0002418,ed25519_sign,872.9
CT-0002419,ed25519_sign,854.8
CT-0002420,ed25519_sign,864.5
CT-0002421,ed25519_sign,862.8
CT-0002422,ed25519_sign,866.1
CT-0002423,ed25519_sign,852.2
CT-0002424,ed25519_sign,852.4
CT-0002425,ed25519_sign,859.0
CT-0002426,ed25519_sign,857.4
CT-0002427,ed25519_sign,860.8
CT-0002428,ed25519_sign,836.9
CT-0002429,ed25519_sign,869.8
CT-0002430,ed25519_sign,836.0
CT-0002431,ed25519_sign,860.1
CT-0002432,ed25519_sign,863.2
CT-0002433,ed25519_sign,852.4
CT-0002434,ed25519_sign,868.4
CT-0002435,ed25519_sign,862.4
CT-0002436,ed25519_sign,854.7
CT-0002437,ed25519_sign,865.2
CT-0002438,ed25519_sign,853.2
CT-0002439,ed25519_sign,863.9
CT-0002440,ed25519_sign,851.1
CT-0002441,ed25519_sign,852.5
CT-0002442,ed25519_sign,879.3
CT-0002443,ed25519_sign,887.0
CT-0002444,ed25519_sign,853.2
CT-0002445,ed25519_sign,848.5
CT-0002446,ed25519_sign,864.1
CT-0002447,ed25519_sign,862.3
CT-0002448,ed25519_sign,873.4
CT-0002449,ed25519_sign,863.1
CT-0002450,ed25519_sign,865.5
CT-0002451,ed25519_sign,850.0
CT-0002452,ed25519_sign,866.5
CT-0002453,ed25519_sign,864.3
CT-0002454,ed25519_sign,854.7
CT-0002455,ed25519_sign,855.8
CT-0002456,ed25519_sign,864.2
CT-0002457,ed25519_sign,871.2
CT-0002458,ed25519_sign,869.9
CT-0002459,ed25519_sign,871.3
CT-0002460,ed25519_sign,852.7
CT-0002461,ed25519_sign,865.0
CT-0002462,ed25519_sign,849.2
CT-0002463,ed25519_sign,857.9
CT-0002464,ed25519_sign,859.0
CT-0002465,ed25519_sign,858.0
CT-0002466,ed25519_sign,849.0
CT-0002467,ed25519_sign,875.9
CT-0002468,ed25519_sign,869.4
CT-0002469,ed25519_sign,845.3
CT-0002470,ed25519_sign,854.2
CT-0002471,ed25519_sign,857.1
CT-0002472,ed25519_sign,854.0
CT-0002473,ed25519_sign,864.2
CT-0002474,ed25519_sign,856.8
CT-0002475,ed25519_sign,853.0
CT-0002476,ed25519_sign,861.2
CT-0002477,ed25519_sign,873.6
CT-0002478,ed25519_sign,847.9
CT-0002479,ed25519_sign,855.7
CT-0002480,ed25519_sign,854.1
CT-0002481,ed25519_sign,859.6
CT-0002482,ed25519_sign,865.5
CT-0002483,ed25519_sign,862.3
CT-0002484,ed25519_sign,871.3
CT-0002485,ed25519_sign,864.6
CT-0002486,ed25519_sign,866.6
CT-0002487,ed25519_sign,870.9
CT-0002488,ed25519_sign,858.7
CT-0002489,ed25519_sign,864.9
CT-0002490,ed25519_sign,871.0
CT-0002491,ed25519_sign,882.4
CT-0002492,ed25519_sign,852.8
CT-0002493,ed25519_sign,856.8
CT-0002494,ed25519_sign,860.3
CT-0002495,ed25519_sign,857.5
CT-0002496,ed25519_sign,847.2
CT-0002497,ed25519_sign,863.8
CT-0002498,ed25519_sign,846.2
CT-0002499,ed25519_sign,856.2
CT-0002500,ed25519_sign,862.4
CT-0002501,ed25519_sign,860.1
CT-0002502,ed25519_sign,853.8
CT-0002503,ed25519_sign,862.5
CT-0002504,ed25519_sign,845.1
CT-0002505,ed25519_sign,875.0
CT-0002506,ed25519_sign,860.4
CT-0002507,ed25519_sign,852.7
CT-0002508,ed25519_sign,854.0
CT-0002509,ed25519_sign,848.1
CT-0002510,ed25519_sign,854.0
CT-0002511,ed25519_sign,844.8
CT-0002512,ed25519_sign,856.8
CT-0002513,ed25519_sign,865.4
CT-0002514,ed25519_sign,850.4
CT-0002515,ed25519_sign,876.5
CT-0002516,ed25519_sign,849.2
CT-0002517,ed25519_sign,874.8
CT-0002518,ed25519_sign,854.6
CT-0002519,ed25519_sign,855.7
CT-0002520,ed25519_sign,856.2
CT-0002521,ed25519_sign,864.4
CT-0002522,ed25519_sign,868.5
CT-0002523,ed25519_sign,871.0
CT-0002524,ed25519_sign,875.7
CT-0002525,ed25519_sign,861.8
CT-0002526,ed25519_sign,860.2
CT-0002527,ed25519_sign,849.4
CT-0002528,ed25519_sign,869.0
CT-0002529,ed25519_sign,853.5
CT-0002530,ed25519_sign,858.5
CT-0002531,ed25519_sign,858.8
CT-0002532,ed25519_sign,868.7
CT-0002533,ed25519_sign,870.1
CT-0002534,ed25519_sign,853.3
CT-0002535,ed25519_sign,868.8
CT-0002536,ed25519_sign,860.3
CT-0002537,ed25519_sign,862.5
CT-0002538,ed25519_sign,864.1
CT-0002539,ed25519_sign,854.6
CT-0002540,ed25519_sign,857.9
CT-0002541,ed25519_sign,869.8
CT-0002542,ed25519_sign,863.2
CT-0002543,ed25519_sign,864.2
CT-0002544,ed25519_sign,863.6
CT-0002545,ed25519_sign,852.9
CT-0002546,ed25519_sign,860.5
CT-0002547,ed25519_sign,851.9
CT-0002548,ed25519_sign,867.9
CT-0002549,ed25519_sign,868.2
CT-0002550,ed25519_sign,849.3
CT-0002551,ed25519_sign,864.7
CT-0002552,ed25519_sign,865.0
CT-0002553,ed25519_sign,859.2
CT-0002554,ed25519_sign,854.7
CT-0002555,ed25519_sign,867.8
CT-0002556,ed25519_sign,847.3
CT-0002557,ed25519_sign,864.2
CT-0002558,ed25519_sign,877.9
CT-0002559,ed25519_sign,866.8
CT-0002560,ed25519_sign,873.8
CT-0002561,ed25519_sign,843.0
CT-0002562,ed25519_sign,865.9
CT-0002563,ed25519_sign,857.6
CT-0002564,ed25519_sign,858.6
CT-0002565,ed25519_sign,855.7
CT-0002566,ed25519_sign,879.4
CT-0002567,ed25519_sign,881.9
CT-0002568,ed25519_sign,865.2
CT-0002569,ed25519_sign,869.7
CT-0002570,ed25519_sign,867.2
CT-0002571,ed25519_sign,865.2
CT-0002572,ed25519_sign,870.9
CT-0002573,ed25519_sign,870.9
CT-0002574,ed25519_sign,863.4
CT-0002575,ed25519_sign,844.5
CT-0002576,ed25519_sign,881.0
CT-0002577,ed25519_sign,858.3
CT-0002578,ed25519_sign,857.7
CT-0002579,ed25519_sign,855.2
CT-0002580,ed25519_sign,866.8
CT-0002581,ed25519_sign,855.0
CT-0002582,ed25519_sign,852.4
CT-0002583,ed25519_sign,868.7
CT-0002584,ed25519_sign,862.1
CT-0002585,ed25519_sign,865.4
CT-0002586,ed25519_sign,873.7
CT-0002587,ed25519_sign,862.0
CT-0002588,ed25519_sign,844.2
CT-0002589,ed25519_sign,860.2
CT-0002590,ed25519_sign,870.6
CT-0002591,ed25519_sign,858.2
CT-0002592,ed25519_sign,871.0
CT-0002593,ed25519_sign,847.9
CT-0002594,ed25519_sign,858.2
CT-0002595,ed25519_sign,852.3
CT-0002596,ed25519_sign,852.5
CT-0002597,ed25519_sign,865.6
CT-0002598,ed25519_sign,859.1
CT-0002599,ed25519_sign,853.5
CT-0002600,ed25519_sign,853.9
CT-0002601,ed25519_sign,853.2
CT-0002602,ed25519_sign,846.9
CT-0002603,ed25519_sign,863.5
CT-0002604,ed25519_sign,851.8
CT-0002605,ed25519_sign,859.6
CT-0002606,ed25519_sign,860.4
CT-0002607,ed25519_sign,844.4
CT-0002608,ed25519_sign,852.9
CT-0002609,ed25519_sign,857.5
CT-0002610,ed25519_sign,853.6
CT-0002611,ed25519_sign,873.1
CT-0002612,ed25519_sign,845.6
CT-0002613,ed25519_sign,852.9
CT-0002614,ed25519_sign,852.4
CT-0002615,ed25519_sign,850.1
CT-0002616,ed25519_sign,872.9
CT-0002617,ed25519_sign,859.5
CT-0002618,ed25519_sign,866.5
CT-0002619,ed25519_sign,860.8
CT-0002620,ed25519_sign,872.4
CT-0002621,ed25519_sign,851.2
CT-0002622,ed25519_sign,860.2
CT-0002623,ed25519_sign,853.0
CT-0002624,ed25519_sign,854.4
CT-0002625,ed25519_sign,854.4
CT-0002626,ed25519_sign,872.5
CT-0002627,ed25519_sign,855.5
CT-0002628,ed25519_sign,856.4
CT-0002629,ed25519_sign,860.3
CT-0002630,ed25519_sign,871.8
CT-0002631,ed25519_sign,856.3
CT-0002632,ed25519_sign,881.1
CT-0002633,ed25519_sign,847.2
CT-0002634,ed25519_sign,857.2
CT-0002635,ed25519_sign,852.5
CT-0002636,ed25519_sign,858.8
CT-0002637,ed25519_sign,860.8
CT-0002638,ed25519_sign,862.6
CT-0002639,ed25519_sign,849.4
CT-0002640,ed25519_sign,837.5
CT-0002641,ed25519_sign,870.7
CT-0002642,ed25519_sign,856.2
CT-0002643,ed25519_sign,842.3
CT-0002644,ed25519_sign,854.0
CT-0002645,ed25519_sign,868.8
CT-0002646,ed25519_sign,876.5
CT-0002647,ed25519_sign,844.4
CT-0002648,ed25519_sign,858.0
CT-0002649,ed25519_sign,875.2
CT-0002650,ed25519_sign,863.3
CT-0002651,ed25519_sign,855.5
CT-0002652,ed25519_sign,853.0
CT-0002653,ed25519_sign,865.6
CT-0002654,ed25519_sign,875.8
CT-0002655,ed25519_sign,868.2
CT-0002656,ed25519_sign,865.3
CT-0002657,ed25519_sign,874.3
CT-0002658,ed25519_sign,856.8
CT-0002659,ed25519_sign,856.8
CT-0002660,ed25519_sign,858.5
CT-0002661,ed25519_sign,869.9
CT-0002662,ed25519_sign,871.4
CT-0002663,ed25519_sign,860.5
CT-0002664,ed25519_sign,857.0
CT-0002665,ed25519_sign,860.8
CT-0002666,ed25519_sign,855.7
CT-0002667,ed25519_sign,858.6
CT-0002668,ed25519_sign,868.7
CT-0002669,ed25519_sign,866.2
CT-0002670,ed25519_sign,865.9
CT-0002671,ed25519_sign,852.0
CT-0002672,ed25519_sign,874.4
CT-0002673,ed25519_sign,850.4
CT-0002674,ed25519_sign,859.2
CT-0002675,ed25519_sign,863.1
CT-0002676,ed25519_sign,856.8
CT-0002677,ed25519_sign,858.3
CT-0002678,ed25519_sign,857.2
CT-0002679,ed25519_sign,881.6
CT-0002680,ed25519_sign,847.7
CT-0002681,ed25519_sign,854.3
CT-0002682,ed25519_sign,867.1
CT-0002683,ed25519_sign,853.5
CT-0002684,ed25519_sign,851.6
CT-0002685,ed25519_sign,874.0
CT-0002686,ed25519_sign,876.3
CT-0002687,ed25519_sign,868.3
CT-0002688,ed25519_sign,851.6
CT-0002689,ed25519_sign,863.6
CT-0002690,ed25519_sign,852.8
CT-0002691,ed25519_sign,855.7
CT-0002692,ed25519_sign,859.2
CT-0002693,ed25519_sign,866.4
CT-0002694,ed25519_sign,865.6
CT-0002695,ed25519_sign,860.7
CT-0002696,ed25519_sign,863.5
CT-0002697,ed25519_sign,869.2
CT-0002698,ed25519_sign,850.7
CT-0002699,ed25519_sign,868.2
CT-0002700,ed25519_sign,858.9
CT-0002701,ed25519_sign,847.9
CT-0002702,ed25519_sign,863.1
CT-0002703,ed25519_sign,853.7
CT-0002704,ed25519_sign,869.9
CT-0002705,ed25519_sign,862.1
CT-0002706,ed25519_sign,859.4
CT-0002707,ed25519_sign,851.4
CT-0002708,ed25519_sign,848.4
CT-0002709,ed25519_sign,862.2
CT-0002710,ed25519_sign,852.9
CT-0002711,ed25519_sign,867.0
CT-0002712,ed25519_sign,860.2
CT-0002713,ed25519_sign,866.2
CT-0002714,ed25519_sign,854.4
CT-0002715,ed25519_sign,872.4
CT-0002716,ed25519_sign,867.7
CT-0002717,ed25519_sign,859.9
CT-0002718,ed25519_sign,862.4
CT-0002719,ed25519_sign,846.6
CT-0002720,ed25519_sign,863.9
CT-0002721,ed25519_sign,865.5
CT-0002722,ed25519_sign,840.5
CT-0002723,ed25519_sign,853.2
CT-0002724,ed25519_sign,863.5
CT-0002725,ed25519_sign,859.1
CT-0002726,ed25519_sign,847.7
CT-0002727,ed25519_sign,869.2
CT-0002728,ed25519_sign,854.5
CT-0002729,ed25519_sign,857.2
CT-0002730,ed25519_sign,854.7
CT-0002731,ed25519_sign,858.3
CT-0002732,ed25519_sign,864.7
CT-0002733,ed25519_sign,875.7
CT-0002734,ed25519_sign,867.3
CT-0002735,ed25519_sign,864.9
CT-0002736,ed25519_sign,856.6
CT-0002737,ed25519_sign,849.0
CT-0002738,ed25519_sign,869.9
CT-0002739,ed25519_sign,850.4
CT-0002740,ed25519_sign,882.4
CT-0002741,ed25519_sign,872.6
CT-0002742,ed25519_sign,856.6
CT-0002743,ed25519_sign,861.1
CT-0002744,ed25519_sign,848.5
CT-0002745,ed25519_sign,851.2
CT-0002746,ed25519_sign,852.5
CT-0002747,ed25519_sign,866.7
CT-0002748,ed25519_sign,856.5
CT-0002749,ed25519_sign,856.4
CT-0002750,ed25519_sign,858.6
CT-0002751,ed25519_sign,848.9
CT-0002752,ed25519_sign,860.9
CT-0002753,ed25519_sign,872.4
CT-0002754,ed25519_sign,847.9
CT-0002755,ed25519_sign,868.5
CT-0002756,ed25519_sign,856.1
CT-0002757,ed25519_sign,873.3
CT-0002758,ed25519_sign,859.3
CT-0002759,ed25519_sign,859.4
CT-0002760,ed25519_sign,855.4
CT-0002761,ed25519_sign,872.9
CT-0002762,ed25519_sign,852.6
CT-0002763,ed25519_sign,874.2
CT-0002764,ed25519_sign,857.8
CT-0002765,ed25519_sign,868.0
CT-0002766,ed25519_sign,869.5
CT-0002767,ed25519_sign,852.9
CT-0002768,ed25519_sign,857.7
CT-0002769,ed25519_sign,863.6
CT-0002770,ed25519_sign,867.2
CT-0002771,ed25519_sign,860.7
CT-0002772,ed25519_sign,862.7
CT-0002773,ed25519_sign,846.1
CT-0002774,ed25519_sign,871.7
CT-0002775,ed25519_sign,865.4
CT-0002776,ed25519_sign,854.1
CT-0002777,ed25519_sign,863.5
CT-0002778,ed25519_sign,858.3
CT-0002779,ed25519_sign,867.9
CT-0002780,ed25519_sign,869.3
CT-0002781,ed25519_sign,856.6
CT-0002782,ed25519_sign,845.0
CT-0002783,ed25519_sign,855.6
CT-0002784,ed25519_sign,861.6
CT-0002785,ed25519_sign,868.4
CT-0002786,ed25519_sign,853.5
CT-0002787,ed25519_sign,859.4
CT-0002788,ed25519_sign,868.3
CT-0002789,ed25519_sign,854.3
CT-0002790,ed25519_sign,865.5
CT-0002791,ed25519_sign,857.0
CT-0002792,ed25519_sign,873.6
CT-0002793,ed25519_sign,856.0
CT-0002794,ed25519_sign,864.8
CT-0002795,ed25519_sign,861.9
CT-0002796,ed25519_sign,854.9
CT-0002797,ed25519_sign,869.9
CT-0002798,ed25519_sign,875.5
CT-0002799,ed25519_sign,851.6
CT-0002800,ed25519_sign,853.0
CT-0002801,ed25519_sign,848.3
CT-0002802,ed25519_sign,865.1
CT-0002803,ed25519_sign,863.7
CT-0002804,ed25519_sign,856.2
CT-0002805,ed25519_sign,864.0
CT-0002806,ed25519_sign,868.3
CT-0002807,ed25519_sign,857.3
CT-0002808,ed25519_sign,870.5
CT-0002809,ed25519_sign,856.4
CT-0002810,ed25519_sign,867.5
CT-0002811,ed25519_sign,859.7
CT-0002812,ed25519_sign,851.9
CT-0002813,ed25519_sign,851.1
CT-0002814,ed25519_sign,862.0
CT-0002815,ed25519_sign,865.8
CT-0002816,ed25519_sign,864.5
CT-0002817,ed25519_sign,869.2
CT-0002818,ed25519_sign,861.3
CT-0002819,ed25519_sign,860.5
CT-0002820,ed25519_sign,866.2
CT-0002821,ed25519_sign,854.2
CT-0002822,ed25519_sign,877.6
CT-0002823,ed25519_sign,855.3
CT-0002824,ed25519_sign,860.5
CT-0002825,ed25519_sign,853.4
CT-0002826,ed25519_sign,875.9
CT-0002827,ed25519_sign,855.7
CT-0002828,ed25519_sign,855.1
CT-0002829,ed25519_sign,881.3
CT-0002830,ed25519_sign,866.5
CT-0002831,ed25519_sign,856.8
CT-0002832,ed25519_sign,856.6
CT-0002833,ed25519_sign,867.1
CT-0002834,ed25519_sign,851.5
CT-0002835,ed25519_sign,866.5
CT-0002836,ed25519_sign,853.1
CT-0002837,ed25519_sign,858.3
CT-0002838,ed25519_sign,856.6
CT-0002839,ed25519_sign,850.6
CT-0002840,ed25519_sign,880.9
CT-0002841,ed25519_sign,845.4
CT-0002842,ed25519_sign,844.9
CT-0002843,ed25519_sign,866.6
CT-0002844,ed25519_sign,848.1
CT-0002845,ed25519_sign,872.2
CT-0002846,ed25519_sign,845.5
CT-0002847,ed25519_sign,867.3
CT-0002848,ed25519_sign,856.7
CT-0002849,ed25519_sign,863.3
CT-0002850,ed25519_sign,856.7
CT-0002851,ed25519_sign,856.9
CT-0002852,ed25519_sign,853.2
CT-0002853,ed25519_sign,852.4
CT-0002854,ed25519_sign,852.6
CT-0002855,ed25519_sign,865.4
CT-0002856,ed25519_sign,875.5
CT-0002857,ed25519_sign,844.5
CT-0002858,ed25519_sign,856.6
CT-0002859,ed25519_sign,859.2
CT-0002860,ed25519_sign,848.3
CT-0002861,ed25519_sign,865.6
CT-0002862,ed25519_sign,853.7
CT-0002863,ed25519_sign,867.5
CT-0002864,ed25519_sign,854.7
CT-0002865,ed25519_sign,850.3
CT-0002866,ed25519_sign,861.3
CT-0002867,ed25519_sign,858.7
CT-0002868,ed25519_sign,859.8
CT-0002869,ed25519_sign,871.9
CT-0002870,ed25519_sign,862.8
CT-0002871,ed25519_sign,846.3
CT-0002872,ed25519_sign,850.0
CT-0002873,ed25519_sign,855.3
CT-0002874,ed25519_sign,852.4
CT-0002875,ed25519_sign,868.8
CT-0002876,ed25519_sign,859.6
CT-0002877,ed25519_sign,869.4
CT-0002878,ed25519_sign,863.9
CT-0002879,ed25519_sign,861.5
CT-0002880,ed25519_sign,859.9
CT-0002881,ed25519_sign,860.2
CT-0002882,ed25519_sign,858.0
CT-0002883,ed25519_sign,858.8
CT-0002884,ed25519_sign,868.7
CT-0002885,ed25519_sign,859.8
CT-0002886,ed25519_sign,847.3
CT-0002887,ed25519_sign,841.9
CT-0002888,ed25519_sign,860.7
CT-0002889,ed25519_sign,842.9
CT-0002890,ed25519_sign,861.5
CT-0002891,ed25519_sign,873.0
CT-0002892,ed25519_sign,852.5
CT-0002893,ed25519_sign,862.5
CT-0002894,ed25519_sign,846.7
CT-0002895,ed25519_sign,856.6
CT-0002896,ed25519_sign,842.0
CT-0002897,ed25519_sign,859.1
CT-0002898,ed25519_sign,863.9
CT-0002899,ed25519_sign,841.6
CT-0002900,ed25519_sign,849.7
CT-0002901,ed25519_sign,854.5
CT-0002902,ed25519_sign,862.8
CT-0002903,ed25519_sign,850.6
CT-0002904,ed25519_sign,874.8
CT-0002905,ed25519_sign,855.9
CT-0002906,ed25519_sign,880.9
CT-0002907,ed25519_sign,857.2
CT-0002908,ed25519_sign,875.8
CT-0002909,ed25519_sign,849.7
CT-0002910,ed25519_sign,864.0
CT-0002911,ed25519_sign,858.1
CT-0002912,ed25519_sign,855.8
CT-0002913,ed25519_sign,842.0
CT-0002914,ed25519_sign,843.7
CT-0002915,ed25519_sign,868.0
CT-0002916,ed25519_sign,853.8
CT-0002917,ed25519_sign,858.7
CT-0002918,ed25519_sign,862.0
CT-0002919,ed25519_sign,863.3
CT-0002920,ed25519_sign,856.4
CT-0002921,ed25519_sign,867.8
CT-0002922,ed25519_sign,853.6
CT-0002923,ed25519_sign,861.0
CT-0002924,ed25519_sign,855.0
CT-0002925,ed25519_sign,852.3
CT-0002926,ed25519_sign,849.9
CT-0002927,ed25519_sign,866.2
CT-0002928,ed25519_sign,866.9
CT-0002929,ed25519_sign,855.2
CT-0002930,ed25519_sign,862.9
CT-0002931,ed25519_sign,853.6
CT-0002932,ed25519_sign,850.6
CT-0002933,ed25519_sign,875.1
CT-0002934,ed25519_sign,856.3
CT-0002935,ed25519_sign,860.0
CT-0002936,ed25519_sign,851.6
CT-0002937,ed25519_sign,861.3
CT-0002938,ed25519_sign,870.9
CT-0002939,ed25519_sign,851.3
CT-0002940,ed25519_sign,871.5
CT-0002941,ed25519_sign,854.5
CT-0002942,ed25519_sign,845.0
CT-0002943,ed25519_sign,851.6
